AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.0
Cash_from_Operations,-12.9,-3.0,-4.6,-4.5,-5.6,-2.9,-2.1,-0.6
Diluted_EPS,-0.668,-1.161,-1.413,-3.061,-6.584,-3.139,-1.773,-0.032
Goodwill_Intangibles,51.8,,,,,,,0.0
LT_Debt,0.0,0.2,0.0,0.0,0.0,0.0,5.0,0.3
Net_Income,-7.7,-4.4,-5.2,-11.0,-21.9,-10.7,-6.0,-2.2
Revenue,2.0,0.6,12.6,5.0,0.4,0.1,0.0,0.1
Shares_Diluted,11.4517,3.7792,3.646,3.6093,3.3269,3.4035,3.4035,68.0709
Total_Assets,75.3,6.2,10.3,10.8,5.3,3.4,4.7,0.2
Total_Liabilities,1.6,1.5,7.0,3.2,3.0,6.1,5.5,0.4
