AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.4,0.1,0.8,0.1
Cash_from_Operations,3.1,1.8,1.9,2.1
Diluted_EPS,0.579,0.173,0.004,0.006
Goodwill_Intangibles,0.4,0.5,0.7,0.8
LT_Debt,0.0,0.0,30.8,31.1
Net_Income,1.8,0.5,0.7,1.1
Revenue,12.6,10.5,10.8,10.0
Shares_Diluted,3.0282,3.0021,179.3682,179.3682
Total_Assets,417.3,364.8,299.6,267.6
Total_Liabilities,361.5,304.7,267.7,236.5
