AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,45.8,23.6,10.9,14.0,14.3,9.8,16.0,19.8
Cash_from_Operations,284.6,323.2,405.2,650.6,534.5,434.9,329.4,17.1
Diluted_EPS,-4.588,1.375,1.799,2.425,-0.481,1.103,1.469,0.399
Goodwill_Intangibles,399.9,539.7,176.5,154.5,149.1,178.4,172.5,177.7
LT_Debt,2607.3,1945.8,819.7,790.5,806.3,708.6,479.4,563.8
Net_Income,-185.5,59.3,75.7,111.5,-22.1,49.2,65.4,17.8
Revenue,1025.9,953.2,847.4,1141.8,1045.1,963.6,828.6,813.1
Shares_Diluted,40.428,43.143,42.091,45.974,45.815,44.5614,44.5614,44.5614
Total_Assets,2789.2,2460.6,1183.0,1081.9,919.6,859.7,780.8,666.0
Total_Liabilities,2843.3,2300.3,1051.1,1031.4,938.7,852.6,739.9,685.4
