AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,143.2,145.4,103.3,100.6,108.0,69.2,66.9
Cash_from_Operations,21.5,224.8,60.7,103.8,147.6,28.5,12.1
Diluted_EPS,-3.128,0.597,-0.33,0.651,0.021,-3.001,-8.958
Goodwill_Intangibles,,,27.8,27.2,80.8,60.3,79.8
LT_Debt,861.4,854.2,875.5,980.3,1046.5,1078.8,1354.8
Net_Income,-104.0,20.2,-10.8,21.5,0.7,-85.8,-83.6
Revenue,4871.2,5092.0,4891.0,4697.5,4832.4,5068.8,4865.4
Shares_Diluted,33.252,33.859,32.685,33.04,32.592,28.592,9.332
Total_Assets,1831.6,1617.1,1585.5,1770.0,1879.4,1985.0,2064.9
Total_Liabilities,2272.8,1922.6,1939.0,2186.2,2258.8,2459.3,2662.3
