AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,263.2,347.8,713.8,546.0,363.7,272.1,544.3,602.9
Cash_from_Operations,1009.5,300.3,425.6,331.7,232.2,372.9,273.1,302.1
Diluted_EPS,13.499,-11.349,9.567,8.644,1.653,0.291,4.249,3.662
Goodwill_Intangibles,70.8,76.9,97.7,106.5,116.0,58.5,134.8,33.9
LT_Debt,2020.5,1984.9,2205.0,2009.0,1666.7,1739.5,1736.7,1539.1
Net_Income,360.3,-293.1,270.6,223.5,41.5,7.3,106.8,93.8
Revenue,3211.1,2739.2,2677.7,2156.5,1839.6,1822.7,1799.2,1656.9
Shares_Diluted,26.69,25.828,28.281,25.854,25.12,25.018,25.127,25.627
Total_Assets,6029.2,5385.6,5534.8,4955.5,4247.4,4164.4,4007.3,3718.3
Total_Liabilities,3767.6,3593.5,3466.8,3165.6,2730.0,2710.2,2589.5,2400.5
