AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2009,12/31/2008,05/31/2008,05/31/2007
Capital_Expenditures,0.1,1.7,,,,0.0,0.0,0.0
Cash_from_Operations,-2.3,-22.5,-0.1,0.0,-0.4,0.2,0.0,0.0
Diluted_EPS,-0.071,-0.155,-0.014,-0.162,29.749,6.792,-0.04,-0.112
Goodwill_Intangibles,,,,16.5,0.0,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-6.9,-15.0,-0.2,0.0,11.4,4.8,0.0,0.0
Revenue,2.5,0.7,0.0,0.0,25.8,17.5,0.0,0.0
Shares_Diluted,97.201,97.201,11.201,0.201,0.3842,0.7,0.6942,0.1339
Total_Assets,22.0,26.1,0.0,65.2,33.2,0.0,0.0,
Total_Liabilities,34.5,31.4,0.1,7.5,4.5,0.0,0.0,
