AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,116.8,49.8,37.9,51.1,45.2,5.1,9.0,6.3,14.4
Cash_from_Operations,-191.7,-60.7,-98.8,163.8,-91.9,-67.2,-282.8,-309.7,-281.1
Diluted_EPS,-1.621,-0.948,-1.136,-2.666,-2.5,-2.606,-2.637,-3.215,-2.052
Goodwill_Intangibles,,2.0,,,,,,,0.0
LT_Debt,829.6,965.0,730.0,745.4,1097.1,921.2,773.3,604.0,414.0
Net_Income,-301.4,-164.4,-157.6,-306.9,-273.5,-276.4,-279.7,-341.0,-217.6
Revenue,1199.1,972.2,794.2,785.2,632.6,365.6,208.5,172.9,248.1
Shares_Diluted,185.907,173.438,138.722,115.118,109.4212,106.0665,106.0665,106.0665,106.0665
Total_Assets,1946.6,1725.6,1454.4,1322.6,1521.8,1221.0,1204.0,944.5,926.9
Total_Liabilities,1605.8,1561.3,1375.6,1582.2,1664.4,1935.2,1698.1,1171.8,837.4
