AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1174.0,669.3,157.0,377.1,181.2,28.7,96.3
Cash_from_Operations,355.1,84.8,-125.6,-234.3,-93.2,-54.9,-43.5
Diluted_EPS,0.927,0.481,-1.708,-1.621,-0.465,-0.187,-0.195
Goodwill_Intangibles,862.7,903.1,46.1,43.5,43.1,,
LT_Debt,4488.1,3772.8,1239.6,619.1,0.0,69.4,74.6
Net_Income,194.5,97.1,-182.1,-33.8,-78.1,-31.7,-32.9
Revenue,2368.3,1322.8,451.7,189.1,112.3,97.3,21.4
Shares_Diluted,209.8544,201.7032,106.6549,20.8626,167.8961,169.2588,169.2588
Total_Assets,7705.1,6876.5,1908.1,1123.8,699.4,381.2,389.1
Total_Liabilities,6415.3,5084.9,1541.1,1039.0,431.1,102.3,99.7
