AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.2,6.3,1.0,0.8,1.1,0.3,0.0,0.1,0.0,
Cash_from_Operations,-39.6,-18.0,-15.1,-21.3,-2.1,-3.2,-0.1,0.3,0.1,
Diluted_EPS,-1.669,-0.654,-0.641,-0.853,-0.442,-0.506,-0.003,0.027,0.008,0.038
Goodwill_Intangibles,41.9,74.9,13.4,14.6,8.9,8.6,,,,
LT_Debt,2.3,0.0,1.4,20.4,0.9,1.4,0.5,0.0,0.0,0.0
Net_Income,-83.1,-26.9,-15.5,-17.1,-6.8,-6.0,0.0,0.4,0.1,0.5
Revenue,19.9,11.6,9.2,5.5,48.6,22.1,12.1,9.7,11.5,13.4
Shares_Diluted,49.8075,41.1646,24.1927,20.033,15.409,11.7673,13.934,13.934,13.934,13.934
Total_Assets,83.8,125.9,40.4,29.0,18.1,20.6,5.5,2.5,2.5,3.2
Total_Liabilities,34.5,24.8,8.5,32.2,9.5,9.7,1.7,1.0,1.1,
