AAII_YR_DATA,01/31/2023,01/31/2022,01/31/2021,12/31/2020,01/31/2020,12/31/2019,01/31/2019
Capital_Expenditures,4.9,6.9,5.4,0.0,10.4,0.0,14.1
Cash_from_Operations,-20.9,62.0,12.1,-0.7,-37.4,-2.0,10.1
Diluted_EPS,-4.563,-0.722,20.068,-0.8540000000000001,-6.382,-0.002,-3.005
Goodwill_Intangibles,1195.8,1741.0,1223.6,0.0,1688.8,0.0,
LT_Debt,581.8,462.2,510.2,0.0,0.0,0.0,0.0
Net_Income,-725.0,-96.1,2670.3,-73.7,-849.2,-0.2,-399.8
Revenue,555.1,567.4,382.6,,514.0,0.0,534.1
Shares_Diluted,158.88,133.143,133.059,86.25,133.059,86.25,133.059
Total_Assets,1642.7,2221.9,1545.7,700.9,1986.3,697.8,
Total_Liabilities,1110.9,1162.0,965.8,153.5,4748.0,21.6,
