AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,9.0,27.2,29.2,14.6,10.8,4.1,2.5
Cash_from_Operations,362.9,-808.7,303.9,-767.2,-91.9,52.8,1.0
Diluted_EPS,1.256,1.259,0.747,0.394,0.168,0.151,0.069
Goodwill_Intangibles,169.8,165.1,143.5,111.3,101.6,97.2,
LT_Debt,759.8,923.0,118.5,198.1,153.2,148.2,0.0
Net_Income,719.9,722.0,417.7,217.3,92.8,83.3,38.0
Revenue,2684.8,2429.3,1639.7,1031.5,595.1,383.5,251.8
Shares_Diluted,573.006,573.499,559.059,551.8003,551.8003,551.8003,551.8003
Total_Assets,38627.8,28028.3,19316.3,8774.7,3565.2,1435.4,
Total_Liabilities,35201.0,25128.4,17124.8,7335.8,3145.9,1205.4,
