AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.4,16.3,12.7,34.4,18.7,20.0,41.6,37.4,65.0
Cash_from_Operations,49.3,61.2,49.8,48.8,54.5,52.8,60.5,58.2,60.6
Diluted_EPS,2.024,-0.934,-0.173,-1.652,-0.157,-0.886,-0.477,0.209,0.257
Goodwill_Intangibles,11.8,14.3,11.5,24.2,16.0,32.9,10.8,7.7,7.8
LT_Debt,98.0,252.6,255.6,265.6,307.6,324.0,245.0,216.0,273.0
Net_Income,84.0,-38.4,-7.0,-66.7,-6.0,-31.1,-15.7,5.4,5.8
Revenue,115.4,110.2,106.5,384.8,181.9,177.4,180.0,186.6,194.7
Shares_Diluted,41.484,41.104,40.755,40.348,38.342,35.093,32.945,25.67,22.706
Total_Assets,136.9,233.0,301.9,323.3,340.9,375.7,364.7,364.4,354.7
Total_Liabilities,129.3,299.2,323.3,330.2,336.2,350.1,277.5,244.4,299.3
