AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,31.8,30.9,6.1,1.4,2.3,4.7
Cash_from_Operations,39.8,59.1,16.6,7.4,-1.0,2.8
Diluted_EPS,1.026,1.527,-0.583,-0.626,-0.623,0.315
Goodwill_Intangibles,5.2,6.0,2.1,4.5,8.1,8.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,23.3,32.3,-9.4,-6.6,-9.3,4.7
Revenue,283.6,218.8,116.2,84.1,85.2,101.1
Shares_Diluted,22.664,21.144,16.064,10.558,15.0,15.0
Total_Assets,750.6,678.2,136.0,123.4,72.7,74.7
Total_Liabilities,42.1,45.7,26.1,61.3,61.7,57.1
