AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,11/30/2018,11/30/2017,11/30/2016
Capital_Expenditures,0.3,,0.0,0.0,,,,
Cash_from_Operations,-26.8,-22.5,-11.0,-6.2,-6.6,-1.0,-0.2,-0.1
Diluted_EPS,-0.514,-0.709,-0.501,-0.349,-0.384,-0.326,-0.112,-0.043
Goodwill_Intangibles,33.6,36.5,26.0,26.1,26.3,,,
LT_Debt,0.0,0.0,4.0,1.1,5.4,0.0,0.0,0.0
Net_Income,-50.9,-53.5,-22.2,-12.9,-9.8,-0.9,-0.3,-0.1
Revenue,21.8,10.6,10.0,19.2,30.9,,0.0,0.0
Shares_Diluted,98.982,75.447,44.269,36.879,25.556,2.835,2.7374,2.094
Total_Assets,54.8,99.3,31.8,29.1,36.9,19.7,71.3,71.0
Total_Liabilities,30.0,34.0,33.8,25.0,31.1,3.1,2.5,1.8
