AAII_YR_DATA,06/30/2020,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
Capital_Expenditures,,0.1,0.9,4.2,4.9,0.1,0.9
Cash_from_Operations,0.0,0.8,5.0,2.5,4.6,1.9,0.8
Diluted_EPS,-0.004,0.048,0.054,0.15,0.109,0.074,0.039
Goodwill_Intangibles,,1.0,1.0,1.1,0.1,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,0.0,0.9,1.1,3.0,2.6,1.4,0.7
Revenue,,8.1,8.6,13.7,12.2,7.8,5.4
Shares_Diluted,9.7013,19.484,19.484,20.2136,24.335,18.8597,18.0
Total_Assets,0.0,21.3,18.4,15.3,12.0,7.9,5.4
Total_Liabilities,0.0,6.8,5.2,3.2,3.4,1.3,1.4
