AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,178.1,195.3,167.5,198.5,177.1,155.9,200.7,161.1,148.7,173.0
Cash_from_Operations,608.8,2075.6,1847.2,1529.2,565.1,881.8,512.8,688.5,669.5,592.9
Diluted_EPS,2.374,2.392,0.893,1.677,1.591,1.395,1.483,1.094,1.122,0.605
Goodwill_Intangibles,5868.7,5756.2,5879.1,5908.7,5970.7,3961.1,3822.5,3756.8,3844.2,3792.8
LT_Debt,2870.7,2908.6,2915.8,2771.9,3660.2,1285.6,1280.7,1610.3,1612.9,1129.8
Net_Income,938.0,952.8,351.1,656.0,618.9,590.4,605.0,454.6,477.1,259.2
Revenue,10927.8,10240.7,9061.0,10221.3,9714.4,9047.6,9056.2,7613.8,7537.1,7122.3
Shares_Diluted,395.1,398.4,393.2,391.2,389.0,397.3,408.0,415.7,425.4,429.6
Total_Assets,18845.0,19909.2,18042.7,17751.9,15620.3,12704.7,12485.2,12585.1,12736.6,12905.0
Total_Liabilities,15197.1,16383.2,15147.7,14976.0,13227.1,10493.2,10468.1,10619.6,10620.3,10689.8
