AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,4.4,2.0,1.5,1.3,2.8,11.6,7.7,2.8,1.0
Cash_from_Operations,39.2,37.1,27.0,30.6,25.7,17.3,16.9,10.8,12.4
Diluted_EPS,0.351,0.639,0.309,1.856,-0.786,2.909,2.973,2.63,2.492
Goodwill_Intangibles,541.3,272.6,261.4,99.6,108.4,109.9,106.9,78.1,63.3
LT_Debt,218.4,145.7,140.3,20.6,44.6,53.7,42.3,23.3,16.5
Net_Income,1.9,3.3,1.3,7.5,-3.0,11.2,11.2,9.6,9.0
Revenue,184.3,133.9,117.7,103.1,96.2,93.7,84.7,71.3,52.7
Shares_Diluted,5.335,5.124,4.371,4.033,3.77,3.844,3.757,3.65,3.611
Total_Assets,707.4,601.5,409.1,156.8,164.1,171.7,160.7,117.3,97.5
Total_Liabilities,313.6,195.2,189.1,45.5,64.7,73.9,76.1,43.8,33.2
