AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,40.6,41.4,61.2,27.8,31.3,34.0,25.4,62.3,29.7,29.5
Cash_from_Operations,-379.3,1791.0,-169.2,358.6,-343.5,-7.1,-300.6,3902.8,2645.7,2994.3
Diluted_EPS,3.35,8.204,0.972,2.816,0.819,2.379,0.021,-0.245,1.235,2.045
Goodwill_Intangibles,897.8,34.9,48.7,62.3,77.3,35.9,42.0,135.7,442.1,582.8
LT_Debt,8137.2,7868.3,7438.8,6568.3,6275.4,5877.4,5086.2,18275.8,17345.3,16283.4
Net_Income,1225.0,2974.7,348.2,345.3,92.9,238.1,6.4,-18.2,84.5,103.5
Revenue,4438.7,8782.1,2934.6,3377.0,2427.2,3676.2,2274.3,3006.2,3880.3,4441.2
Shares_Diluted,365.7077,362.5746,358.3938,122.6329,113.3894,100.0826,308.523,74.5239,68.4612,278.2505
Total_Assets,21403.0,21250.4,15644.8,13808.8,12914.2,12280.6,9973.0,32181.6,35994.3,35622.3
Total_Liabilities,15182.0,15971.4,12955.6,13190.2,11936.6,11264.0,9665.1,31665.0,35282.8,34812.8
