AAII_YR_DATA,12/30/2022,12/31/2021,01/01/2021,01/03/2020,12/28/2018,12/29/2017,12/30/2016,01/01/2016,01/02/2015,01/03/2014
Capital_Expenditures,18.1,13.6,8.4,10.1,2.2,1.0,3.2,2.0,4.1,3.4
Cash_from_Operations,35.7,44.0,21.0,25.8,12.8,2.9,1.0,-2.2,-8.0,3.4
Diluted_EPS,0.785,0.495,0.123,0.3,0.11,-0.052,-0.301,-0.166,-0.22,0.01
Goodwill_Intangibles,2.0,2.0,2.1,2.1,2.0,2.1,2.3,2.5,2.7,3.2
LT_Debt,0.2,0.4,0.0,0.4,0.5,0.5,1.3,0.2,0.5,0.1
Net_Income,38.8,24.5,5.9,14.0,5.0,-2.1,-12.1,-6.5,-8.4,0.4
Revenue,284.4,230.5,163.5,150.2,124.0,90.6,82.4,77.1,75.0,72.2
Shares_Diluted,49.38,49.456,47.953,46.895,45.257,41.004,40.329,39.26,38.091,38.607
Total_Assets,414.9,345.8,257.4,207.5,167.3,70.5,65.5,63.0,58.9,61.9
Total_Liabilities,82.7,87.2,60.2,47.6,34.9,27.5,27.6,24.1,21.8,23.1
