AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.1,,0.0,0.0,0.5,0.3,0.0,0.1,
Cash_from_Operations,-15.1,-9.9,-11.0,-8.4,-6.1,-8.0,-8.1,-5.0,-3.8,-2.3
Diluted_EPS,-1.906,-1.552,-2.829,-3.236,-14.377,-15.992,-14.562,-12.181,-10.125,-9.152
Goodwill_Intangibles,,,,,0.0,0.8,0.9,1.1,1.3,1.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-13.9,-10.4,-10.9,-8.6,-8.6,-8.1,-6.8,-5.5,-4.5,-3.3
Revenue,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,7.276,6.725,3.847,2.657,0.597,0.5041,0.4635,0.4488,0.4464,0.3569
Total_Assets,16.0,26.6,16.5,22.7,2.5,8.9,12.2,10.8,15.5,5.1
Total_Liabilities,1.8,1.1,1.4,1.6,1.3,0.8,4.0,0.9,0.6,0.3
