AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,11.2,18.1,9.0,4.3,15.4,11.2,
Cash_from_Operations,1407.8,-96.6,-686.1,101.1,605.9,260.2,
Diluted_EPS,-3.061,-4.21,14.425,1.514,0.892,1.466,0.742
Goodwill_Intangibles,374.6,602.9,138.2,139.9,,,
LT_Debt,17414.7,17645.4,18356.7,15587.1,0.0,0.0,0.0
Net_Income,-190.7,-251.9,518.4,54.4,32.1,52.7,26.6
Revenue,97.9,1953.1,2614.7,1725.1,1374.7,1225.1,744.3
Shares_Diluted,62.2985,59.8496,35.9375,35.9375,35.9375,35.9375,35.9375
Total_Assets,20872.7,21788.9,19565.2,16584.1,,,
Total_Liabilities,20618.7,21401.0,18937.0,16101.4,,,
