AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,7.0,4.0,12.5,11.5,11.9,11.3,12.1
Cash_from_Operations,19.2,-6.5,13.0,0.8,25.1,35.1,23.8
Diluted_EPS,0.234,-1.326,-0.087,-0.061,0.248,0.227,-0.132
Goodwill_Intangibles,54.8,60.3,70.4,29.6,0.4,0.4,0.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,6.8,-37.3,-2.4,-1.8,7.1,6.5,-3.8
Revenue,180.3,109.7,182.3,156.5,140.8,108.5,82.9
Shares_Diluted,28.9625,28.1229,28.0746,29.2138,28.6638,28.6638,28.6638
Total_Assets,283.1,302.5,336.1,243.5,229.7,104.4,73.8
Total_Liabilities,215.3,240.3,237.6,134.7,126.0,100.9,76.7
