AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,544.9,,,,,,
Cash_from_Operations,2883.9,1855.9,-1622.5,-1229.1,-899.7,560.8,306.5
Diluted_EPS,1.509,-3.525,1.345,2.809,3.146,2.115,1.324
Goodwill_Intangibles,228.3,,,,,,
LT_Debt,9188.1,8185.7,7720.1,7102.3,7084.4,7990.6,7249.6
Net_Income,705.5,-1464.7,550.0,964.0,957.5,504.5,268.6
Revenue,3528.6,576.5,2536.1,2237.6,2151.8,1257.2,687.1
Shares_Diluted,467.665,415.5132,408.9901,343.1374,304.3814,238.4868,202.9076
Total_Assets,39742.2,33252.1,44863.5,31691.0,22213.6,18399.5,15192.7
Total_Liabilities,33138.2,27931.1,37705.7,25693.3,17523.4,15139.4,12396.8
