AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,22.9,79.8,65.2,21.1,179.3,227.9
Cash_from_Operations,51.7,94.9,72.8,96.2,102.3,73.3
Diluted_EPS,-4.724,2.315,-8.426,-14.833,-3.018,-2.172
Goodwill_Intangibles,7.9,17.9,31.9,67.5,92.5,
LT_Debt,344.5,655.8,967.6,1134.2,1218.2,0.0
Net_Income,-93.6,46.7,-165.3,-292.5,-59.2,-42.6
Revenue,169.8,239.1,292.6,322.9,316.1,298.3
Shares_Diluted,19.806,20.1964,19.6193,19.7169,19.6196,19.6196
Total_Assets,1195.9,1626.7,1962.6,2326.6,2717.2,
Total_Liabilities,406.1,748.8,1110.4,1236.1,1332.3,
