AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,1.6,1.8,1.6,0.1
Cash_from_Operations,-26.6,-21.4,1.6,9.4
Diluted_EPS,-4.942,-0.006,-0.107,0.0
Goodwill_Intangibles,12.2,1.1,0.4,1.2
LT_Debt,60.9,19.6,2.3,0.0
Net_Income,-52.7,-0.1,-1.1,0.0
Revenue,94.5,101.3,45.5,41.0
Shares_Diluted,10.668,10.668,10.668,10.668
Total_Assets,74.9,54.7,23.8,19.4
Total_Liabilities,148.0,56.8,25.9,20.4
