AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,7.2,2.3,5.6,1.5,0.1,1.2,0.3
Cash_from_Operations,-22.6,13.3,-2.4,-3.2,-0.7,-3.0,-0.8
Diluted_EPS,0.515,0.399,0.667,0.263,0.23,0.089,0.0
Goodwill_Intangibles,2.2,2.0,2.1,2.2,2.1,0.0,
LT_Debt,0.0,1.4,4.4,0.0,0.0,0.0,0.0
Net_Income,5.6,4.3,7.2,2.6,2.4,0.9,0.0
Revenue,51.2,37.6,47.0,25.3,12.3,7.0,1.0
Shares_Diluted,10.809,10.809,10.809,9.8645,10.599,10.599,10.599
Total_Assets,93.2,78.1,61.8,45.3,17.6,10.7,2.2
Total_Liabilities,54.4,47.1,34.7,24.4,6.8,6.9,1.5
