AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,30.4,30.3,29.8,406.7,446.3,255.6,186.7,561.6
Cash_from_Operations,159.4,176.0,74.8,269.4,352.7,270.1,240.1,446.9
Diluted_EPS,14.781,5.265,-79.096,-10.48,-0.871,2.277,-2.711,-21.123
Goodwill_Intangibles,,,,0.0,62.8,62.8,62.8,62.8
LT_Debt,0.0,19.2,98.4,666.4,644.5,831.7,816.1,941.5
Net_Income,148.4,60.6,-949.2,-553.9,-45.3,117.8,-135.6,-1037.4
Revenue,545.5,638.7,410.5,674.6,843.3,739.6,602.2,854.2
Shares_Diluted,10.038,11.52,12.0,52.849,51.981,51.748,50.029,49.11
Total_Assets,469.3,629.5,649.7,2090.1,2698.1,2581.5,2479.3,2799.8
Total_Liabilities,106.6,442.1,470.5,1236.2,1307.2,1235.9,1285.2,1486.3
