AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,03/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.2,0.1,0.7,34.6,0.0,0.3,3.7,0.1,
Cash_from_Operations,-2.0,-1.9,-8.7,-7.0,-0.4,-6.0,-1.2,3.1,0.0
Diluted_EPS,-0.973,-0.955,-0.851,-0.921,-0.176,-0.874,-0.404,-0.226,-0.093
Goodwill_Intangibles,3.4,3.9,4.4,8.2,5.2,5.3,5.5,,0.0
LT_Debt,8.7,9.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-9.4,-9.1,-8.0,-8.1,-1.5,-7.1,-3.2,0.0,0.0
Revenue,3.3,0.0,1.6,1.7,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,9.6477,9.5412,9.3805,8.8521,8.292,8.1643,7.8672,0.1622,0.1452
Total_Assets,55.2,56.7,50.0,47.4,10.1,10.3,10.6,0.0,0.0
Total_Liabilities,21.0,17.7,4.2,6.0,4.8,3.8,4.7,0.0,0.0
