AAII_YR_DATA,10/31/2022,10/31/2021,10/31/2020,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013
Capital_Expenditures,1.1,1.3,0.7,3.2,3.5,2.2,2.0,3.1,1.7,1.4
Cash_from_Operations,-4.0,32.2,10.9,-6.4,21.0,30.4,-6.7,28.8,16.3,14.4
Diluted_EPS,1.226,1.012,-0.927,2.546,3.154,2.248,1.99,2.442,2.316,1.247
Goodwill_Intangibles,8.5,9.1,9.7,15.3,10.8,9.7,8.4,12.7,7.8,14.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,8.1,6.7,-6.2,17.3,21.4,15.0,13.2,16.1,15.1,8.1
Revenue,250.8,235.2,170.6,263.4,300.7,243.7,227.3,219.4,222.3,192.8
Shares_Diluted,6.632,6.608,6.67,6.815,6.771,6.68,6.642,6.602,6.537999999999999,6.497000000000001
Total_Assets,306.2,332.9,295.7,301.1,315.4,277.8,251.9,248.6,236.9,211.2
Total_Liabilities,83.6,94.5,64.5,60.8,92.6,74.7,66.5,74.0,72.3,59.7
