AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,17.2,4.1,1.8,0.3
Cash_from_Operations,-3.6,-5.7,3.6,-5.2
Diluted_EPS,-0.194,-0.235,-0.153,-0.118
Goodwill_Intangibles,251.2,260.3,270.6,
LT_Debt,0.0,0.0,0.0,0.0
Net_Income,-22.3,-27.0,-17.6,-13.6
Revenue,59.1,34.7,23.3,18.3
Shares_Diluted,115.2182,115.1304,115.1304,115.1304
Total_Assets,421.2,304.5,295.4,
Total_Liabilities,79.8,70.2,59.8,
