AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,176.7,658.1,295.2,458.4,221.5,319.6,647.2,344.7,292.2
Cash_from_Operations,-94.6,205.6,216.4,204.0,378.4,373.7,292.4,242.7,366.1
Diluted_EPS,-0.537,0.445,-1.441,-2.818,-3.07,-2.178,-2.482,-1.005,-0.028999999999999998
Goodwill_Intangibles,27.3,154.1,189.3,205.6,573.8,788.5,854.9,1628.4,268.3
LT_Debt,4310.2,4390.9,3987.1,4197.1,4539.8,5829.9,6196.8,5977.9,2434.6
Net_Income,-99.3,82.0,-267.9,-528.3,-571.4,-404.4,-457.5,-149.0,-3.6
Revenue,2758.3,3540.2,4057.1,4531.4,4747.1,4977.0,4960.6,3831.7,2892.0
Shares_Diluted,184.975,184.386,185.907,187.468,186.155,185.653,184.333,148.185,123.671
Total_Assets,6410.5,6901.8,7194.4,6467.3,7675.4,9217.7,10048.6,10417.5,4737.8
Total_Liabilities,5713.1,6101.3,6498.1,5448.4,6144.7,7139.7,7589.7,7535.7,3716.8
