AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,1.6,2.7,3.1,4.4,,
Cash_from_Operations,-38.1,1.7,-15.0,-21.3,0.5,-29.7
Diluted_EPS,-1.207,-1.278,-0.513,-0.359,,
Goodwill_Intangibles,8.6,10.1,10.6,8.1,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-175.4,-145.2,-66.8,-46.7,,
Revenue,523.8,415.3,293.5,184.4,,
Shares_Diluted,145.2637,113.5875,130.2715,130.2715,130.2715,130.2715
Total_Assets,947.6,958.9,417.6,236.3,,
Total_Liabilities,253.0,217.4,177.2,90.6,,
