AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3173.0,3086.0,3400.0,3682.0,1883.0,1311.0,1465.0,1541.0,1689.0,2020.0
Cash_from_Operations,8864.0,9725.0,7429.0,6188.0,3702.0,3041.0,2789.0,2682.0,2868.0,2917.0
Diluted_EPS,8.228,7.331,4.709,4.191,13.112,4.313,5.213,5.352,5.731,5.87
Goodwill_Intangibles,38237.0,40840.0,44385.0,43156.0,43097.0,4028.0,3700.0,3554.0,3724.0,3790.0
LT_Debt,12198.0,11335.0,12152.0,10693.0,12288.0,7783.0,8917.0,8975.0,8636.0,8026.0
Net_Income,4147.0,3826.0,2501.0,2285.0,4507.0,1247.0,1500.0,1547.0,1694.0,1755.0
Revenue,33364.0,30793.0,27243.0,28228.0,14836.0,11358.0,10534.0,10776.0,12273.0,11925.0
Shares_Diluted,504.038,521.875,531.157,545.17,334.127,289.114,287.757,289.055,295.608,298.965
Total_Assets,79658.0,81605.0,88229.0,86612.0,93386.0,20436.0,19332.0,18319.0,19769.0,20255.0
Total_Liabilities,39630.0,37570.0,40912.0,37538.0,41790.0,14418.0,14311.0,13930.0,14146.0,13646.0
