AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,39.7,25.0,16.3,8.2,,,
Cash_from_Operations,32.3,33.7,63.2,35.7,,,
Diluted_EPS,-0.05,-0.564,0.133,0.062,-0.026,0.293,0.024
Goodwill_Intangibles,440.6,467.2,405.2,360.0,,,
LT_Debt,309.6,263.2,208.5,216.3,0.0,0.0,0.0
Net_Income,-5.7,-62.3,16.0,7.5,-3.1,35.2,2.9
Revenue,695.7,630.5,403.4,318.0,287.2,265.2,247.5
Shares_Diluted,113.2454,110.6444,120.4264,120.4264,120.4264,120.4264,120.4264
Total_Assets,869.7,794.5,646.7,525.7,,,
Total_Liabilities,486.9,440.8,430.0,331.9,,,
