AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,0.3,1.4,1.6,1.8
Cash_from_Operations,-29.2,-53.0,11.2,2.1
Diluted_EPS,-0.275,-0.333,-0.005,-0.025
Goodwill_Intangibles,31.2,33.6,15.1,18.4
LT_Debt,3.7,6.1,10.1,14.2
Net_Income,-52.4,-60.5,-0.9,-4.6
Revenue,157.6,125.8,98.7,61.3
Shares_Diluted,190.695,181.554,187.2586,187.2586
Total_Assets,357.7,415.0,140.0,97.7
Total_Liabilities,83.0,87.8,64.4,50.6
