AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,179.3,31.8,18.1,26.8,263.4,881.6
Cash_from_Operations,60.7,29.1,33.6,35.3,38.9,-3.3
Diluted_EPS,-1.149,-0.738,-0.957,-0.668,-0.8,-2.33
Goodwill_Intangibles,125.8,,,,,
LT_Debt,2129.2,1108.6,1050.2,993.4,971.8,856.2
Net_Income,-114.1,-38.5,-49.1,-33.6,-37.7,-50.7
Revenue,300.1,173.5,169.1,163.4,144.0,68.4
Shares_Diluted,99.2649,52.2044,51.3129,50.3586,47.0922,21.7538
Total_Assets,3301.7,1427.0,1434.1,1454.4,1497.1,1264.2
Total_Liabilities,2324.4,1150.9,1088.2,1027.7,1007.1,882.2
