AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,495.9,441.6,318.2,328.6,257.7,269.5,356.8,345.9,323.6
Cash_from_Operations,2094.3,1688.2,1763.9,1600.0,1249.5,1013.4,1256.3,844.4,1191.4
Diluted_EPS,5.505,6.106,5.456,5.581,3.663,3.344,2.325,3.767,3.611
Goodwill_Intangibles,4931.4,3471.1,3481.0,3205.8,1295.1,1400.4,1131.6,1151.0,771.8
LT_Debt,4086.6,4089.8,3530.8,3254.3,2061.0,2347.5,1557.1,1542.3,1795.1
Net_Income,1477.5,1278.7,1149.7,1177.6,783.0,720.0,513.0,846.9,820.5
Revenue,8971.3,8149.7,7986.3,7791.1,7515.4,7440.2,7386.6,7421.8,7146.1
Shares_Diluted,268.372,209.414,210.702,210.989,213.742,215.304,220.651,224.837,227.203
Total_Assets,10412.2,9131.8,8140.4,7703.0,5553.7,5524.3,5344.4,5622.9,5357.5
Total_Liabilities,7655.0,6897.5,6401.2,6304.3,4638.4,4738.5,4346.4,4167.8,3752.7
