AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,7.3,7.6,2.1,1.6
Cash_from_Operations,-13.8,3.5,12.8,13.2
Diluted_EPS,-1.623,-0.714,-0.226,-0.034
Goodwill_Intangibles,16.7,7.6,5.7,3.9
LT_Debt,19.8,19.6,19.5,8.5
Net_Income,-51.4,-21.7,-6.6,-1.0
Revenue,85.2,67.5,53.8,40.7
Shares_Diluted,31.6623,30.3848,29.2733,29.2733
Total_Assets,152.5,163.6,54.5,38.6
Total_Liabilities,83.7,68.1,58.5,38.4
