AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.0,1.5,0.9,0.8,0.9,0.9,0.7,1.3,1.2
Cash_from_Operations,42.9,17.0,21.7,29.9,25.2,13.0,17.5,17.2,15.6
Diluted_EPS,2.312,1.618,1.587,1.539,1.102,1.328,0.995,0.481,0.7659999999999999
Goodwill_Intangibles,54.3,55.0,55.7,56.3,56.8,41.6,30.9,31.3,31.6
LT_Debt,39.5,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Net_Income,28.4,20.3,21.4,21.3,14.0,15.2,11.0,5.3,7.9
Revenue,73.9,66.0,66.3,64.2,57.4,46.7,41.8,41.0,34.8
Shares_Diluted,12.2819,12.5763,13.5136,13.829,12.7224,11.4354,11.0158,10.9999,10.308
Total_Assets,2450.1,2004.1,1596.8,1537.8,1661.7,1443.3,1276.7,1192.2,1145.6
Total_Liabilities,2202.3,1759.1,1368.6,1318.1,1452.1,1279.3,1137.4,1061.1,1025.6
