AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,48.2,25.0,24.3,29.7,26.6,,
Cash_from_Operations,218.3,193.2,46.9,133.8,49.3,2.4,-0.2
Diluted_EPS,0.582,0.253,-0.028,0.107,-0.59,0.03,-0.004
Goodwill_Intangibles,1210.9,1326.2,928.6,1018.6,1079.3,,
LT_Debt,1190.0,1206.8,832.9,837.7,860.2,0.0,0.0
Net_Income,92.5,41.4,-4.6,17.1,-51.5,1.4,0.0
Revenue,741.6,550.6,393.6,448.7,370.1,0.0,0.0
Shares_Diluted,159.026,163.778,161.632,160.08,87.32,48.15,10.7813
Total_Assets,1756.3,1837.1,1367.3,1407.4,1344.8,403.7,0.4
Total_Liabilities,1525.2,1577.1,1051.8,1097.8,1042.7,15.0,0.4
