AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1.5,2.9,4.8,3.5,1.5,0.8
Cash_from_Operations,-51.0,-0.9,-15.7,23.1,-28.0,-28.4
Diluted_EPS,-39.007,-129.942,-98.683,26.962,-65.28,-81.192
Goodwill_Intangibles,0.2,0.4,0.3,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,3.2
Net_Income,-15.2,-47.4,-36.8,10.1,-24.7,-30.7
Revenue,272.1,441.5,177.9,134.1,37.3,11.0
Shares_Diluted,0.3909,0.3645,0.3734,0.3764,0.3782,0.3782
Total_Assets,56.4,96.9,101.8,118.4,46.3,49.4
Total_Liabilities,62.4,110.7,62.9,34.1,14.8,13.5
