AAII_YR_DATA,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014
Capital_Expenditures,16.0,18.7,20.6,22.9,18.4,28.6,17.0
Cash_from_Operations,-29.6,85.1,20.4,19.0,49.1,30.5,45.7
Diluted_EPS,0.81,0.005,0.17,0.351,1.031,3.634,0.819
Goodwill_Intangibles,16.8,15.4,11.8,11.3,12.1,16.9,16.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Net_Income,21.4,0.1,4.2,8.2,23.5,84.5,18.8
Revenue,1345.8,1409.2,1547.5,1501.7,1496.3,1596.8,1651.5
Shares_Diluted,26.441,25.308,24.718,23.309,22.815,23.247,22.937
Total_Assets,404.8,443.7,399.6,519.0,469.7,485.7,480.9
Total_Liabilities,330.0,387.5,368.9,373.2,345.9,351.9,380.7
