AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.2,0.0,0.1,0.6,0.7,0.4,1.0,0.8
Cash_from_Operations,-23.5,-3.9,2.7,1.4,0.5,0.0,-4.2,-6.4
Diluted_EPS,-2.83,-3.027,-1.435,-0.205,-0.895,-3.072,-7.863,-5.7429999999999986
Goodwill_Intangibles,8.0,1.4,2.6,2.7,2.5,1.9,1.9,2.8
LT_Debt,0.0,0.5,0.0,2.8,0.2,5.4,6.5,3.2
Net_Income,-122.6,-4.4,-2.1,-0.3,-1.1,-2.9,-7.2,-5.0
Revenue,,5.8,19.8,23.3,21.3,22.3,24.5,26.0
Shares_Diluted,43.306,1.464,1.4375,1.344,1.221,0.9515,0.919,0.8758
Total_Assets,31.5,3.7,14.1,14.9,16.6,16.7,16.4,22.3
Total_Liabilities,6.0,2.9,9.0,7.9,11.0,12.6,12.6,11.3
