AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,1.6,0.4,0.8,0.3,0.0,0.0,,
Cash_from_Operations,-84.9,-33.4,-57.9,-93.4,-25.7,-13.2,-13.3,-36.4
Diluted_EPS,-1.327,-0.94,-4.832,-3.188,-1.921,-0.19,-0.85,-1.319
Goodwill_Intangibles,69.8,71.8,76.5,80.8,77.3,77.3,77.3,77.3
LT_Debt,71.9,71.2,40.5,91.5,16.9,0.0,0.0,0.0
Net_Income,-74.4,-46.8,-163.0,-90.0,-46.9,-4.5,-20.1,-31.1
Revenue,148.6,99.7,56.5,34.9,,,0.0,0.0
Shares_Diluted,56.0653,49.7731,33.7378,28.2378,24.4024,23.6404,23.5929,23.5929
Total_Assets,178.0,257.5,209.1,240.4,171.8,152.2,77.5,81.3
Total_Liabilities,159.5,175.6,282.0,161.0,87.5,227.8,84.6,69.3
