AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.5,0.3,,0.0,0.0,0.0
Cash_from_Operations,-1.5,-2.0,-2.9,-3.9,-2.1,-1.2,-1.4,-2.1,-1.8
Diluted_EPS,-0.065,-0.181,-0.29,-0.576,-0.39,-0.964,-0.965,-15.563,-5.405
Goodwill_Intangibles,1.2,1.9,2.6,3.3,,0.0,1.0,1.1,1.2
LT_Debt,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,1.0
Net_Income,-5.5,-6.4,-7.3,-11.4,-5.3,-7.7,-5.7,-86.6,-21.4
Revenue,6.2,7.0,8.2,4.6,2.5,1.2,3.5,8.5,4.9
Shares_Diluted,83.7556,35.2868,25.145,19.8588,13.637,7.9838,5.8957,5.5661,3.9555
Total_Assets,4.1,4.4,4.1,7.2,0.9,0.5,1.5,2.4,5.8
Total_Liabilities,10.0,11.5,8.7,8.7,6.7,7.2,7.2,4.6,11.6
