AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,424.5,13.7,37.4
Cash_from_Operations,-56.7,-23.8,-0.8
Diluted_EPS,0.149,-0.072,-0.038
Goodwill_Intangibles,1064.0,64.9,62.2
LT_Debt,714.4,22.1,5.3
Net_Income,47.3,-22.7,-11.9
Revenue,544.5,60.3,59.5
Shares_Diluted,317.2799,317.2799,317.2799
Total_Assets,2438.9,225.6,162.0
Total_Liabilities,1053.2,91.9,26.2
