AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.4,0.7,0.8,2.5,10.0,32.5,30.4
Cash_from_Operations,8.8,57.8,55.6,54.7,45.4,45.0,35.8
Diluted_EPS,-0.605,-0.838,-0.655,-0.561,-1.434,-0.196,-0.625
Goodwill_Intangibles,494.6,502.7,519.4,529.2,379.5,391.9,398.7
LT_Debt,182.9,209.8,211.7,213.6,307.5,409.7,400.1
Net_Income,-89.9,-123.2,-91.6,-73.9,-154.7,-24.0,-76.4
Revenue,480.9,443.8,375.6,307.4,254.3,218.8,207.3
Shares_Diluted,148.476,147.045,139.887,131.568,107.9,122.2246,122.2246
Total_Assets,810.2,939.9,877.8,804.3,679.3,578.1,576.2
Total_Liabilities,523.4,585.5,531.5,502.3,460.0,538.0,543.2
