AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,33.6,6.1,11.5,,,,,,
Cash_from_Operations,57.9,3.9,-1.6,-1.3,0.0,-0.2,-2.2,-1.8,-1.0
Diluted_EPS,-0.005,-0.104,-0.101,0.002,-0.287,-0.046,0.278,-0.064,0.0
Goodwill_Intangibles,11.4,11.7,,,,,,,0.0
LT_Debt,47.5,111.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.9,-8.2,-2.2,0.0,-6.3,-1.0,8.9,-2.9,0.0
Revenue,492.1,133.3,0.0,,,,,,0.0
Shares_Diluted,177.5723,78.7216,22.1942,22.2906,21.8106,21.8106,32.1634,45.4814,45.6924
Total_Assets,371.5,417.4,17.3,13.3,13.5,23.0,23.8,31.3,33.6
Total_Liabilities,147.0,186.8,5.1,0.2,0.2,0.1,0.1,0.3,0.1
