AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,0.3,0.4,0.9,0.9,0.5,
Cash_from_Operations,249.6,-104.5,633.9,-377.5,201.0,-138.0,65.5
Diluted_EPS,-1.651,-0.218,-4.148,-0.376,-6.916,-1.622,3.141
Goodwill_Intangibles,0.0,0.7,0.3,41.5,65.3,280.6,262.3
LT_Debt,42.8,66.5,64.4,70.4,69.8,70.0,102.1
Net_Income,-39.5,-4.7,-88.2,-8.0,-145.4,-31.5,46.7
Revenue,8.6,66.3,,90.6,105.0,138.7,297.8
Shares_Diluted,23.918,21.332,21.251,21.189,21.026,19.438,14.856
Total_Assets,60.3,2022.8,2369.3,3546.3,3647.9,4681.7,4863.7
Total_Liabilities,71.9,2012.8,2353.7,3442.0,3537.8,4416.6,4632.7
