AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016
Capital_Expenditures,0.0,2.0,2.0,0.1,0.1,0.2,0.2
Cash_from_Operations,-29.4,-2.8,-2.5,-1.1,2.5,1.7,5.9
Diluted_EPS,-19.896,-4.839,-39.954,-98.524,-100.579,-194.777,-289.912
Goodwill_Intangibles,25.6,12.3,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-77.2,-8.2,-11.6,-14.4,-7.4,-11.0,-15.8
Revenue,16.5,6.8,,43.7,45.7,45.0,53.7
Shares_Diluted,3.8806,1.7024,0.291,0.146,0.0736,0.0567,0.0545
Total_Assets,53.5,81.1,7.1,54.2,53.4,80.4,95.4
Total_Liabilities,5.0,4.1,0.5,53.6,43.7,70.5,74.3
