AAII_YR_DATA,06/30/2020,06/30/2019
Capital_Expenditures,1.9,0.2
Cash_from_Operations,-4.2,-1.2
Diluted_EPS,-0.379,-0.041
Goodwill_Intangibles,1.7,2.1
LT_Debt,0.4,0.0
Net_Income,-5.4,-0.6
Revenue,7.4,2.2
Shares_Diluted,14.2084,14.2084
Total_Assets,6.4,7.5
Total_Liabilities,6.2,2.8
