AAII_YR_DATA,12/31/2022,12/31/2021
Capital_Expenditures,406.5,
Cash_from_Operations,1420.3,
Diluted_EPS,0.244,0.348
Goodwill_Intangibles,46.4,
LT_Debt,14529.2,0.0
Net_Income,1178.9,1683.7
Revenue,3260.3,3002.0
Shares_Diluted,4841.0,4841.0
Total_Assets,67601.2,
Total_Liabilities,25755.0,
