AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,,,0.0,0.0,0.1,0.1
Cash_from_Operations,-0.9,-0.4,0.0,-0.8,-1.2,-0.5,-0.8
Diluted_EPS,-0.004,0.005,-0.094,-0.052,-0.022,-0.123,-0.128
Goodwill_Intangibles,,,,,0.0,0.1,0.8
LT_Debt,0.0,0.9,0.6,1.2,1.3,2.2,1.1
Net_Income,-1.5,1.8,-3.9,-1.9,-0.7,-3.2,-2.6
Revenue,,,0.0,0.1,1.3,1.4,1.4
Shares_Diluted,335.7788,374.39,41.9437,36.3694,30.5647,25.8775,20.4148
Total_Assets,0.2,0.1,0.1,0.1,0.9,0.9,1.7
Total_Liabilities,1.5,9.2,11.9,8.1,7.5,7.2,5.0
