AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,141.3,11.0,5.4,4.0,3.0,4.8,4.2,3.3,5.0
Cash_from_Operations,119.6,65.0,76.5,63.0,35.9,54.6,50.1,36.6,49.2
Diluted_EPS,2.746,1.207,1.901,1.707,1.329,1.069,0.979,0.948,1.2670000000000001
Goodwill_Intangibles,214.0,214.1,202.0,204.3,200.5,367.7,201.3,98.5,116.2
LT_Debt,132.9,10.1,10.7,22.9,36.2,53.1,76.4,0.0,0.0
Net_Income,87.4,38.2,60.2,53.8,41.6,33.3,30.4,29.4,39.2
Revenue,879.5,539.0,713.5,675.6,591.3,521.1,468.5,499.3,563.6
Shares_Diluted,31.8354,31.6545,31.6887,31.5224,31.3051,31.1756,31.1002,31.0603,30.9539
Total_Assets,1145.4,890.1,828.8,799.2,777.8,682.4,687.7,604.5,664.1
Total_Liabilities,573.4,354.3,360.8,351.6,344.5,312.0,322.1,222.4,256.8
