AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.5,0.2,,0.2,0.6,1.5,0.7,1.1,0.7,2.7
Cash_from_Operations,-5.8,-2.3,-3.6,-5.6,2.2,1.7,-9.5,-4.0,0.1,3.2
Diluted_EPS,-0.374,-0.245,-0.342,-0.118,-0.649,-1.058,-0.122,-0.759,-0.037,0.8370000000000001
Goodwill_Intangibles,,,,0.0,6.7,19.8,23.3,30.0,19.4,13.3
LT_Debt,0.4,0.4,1.1,0.5,2.6,4.2,4.0,0.2,9.5,7.2
Net_Income,-3.6,-2.2,-3.0,-1.0,-6.9,-15.9,-1.1,-5.9,-0.3,5.3
Revenue,27.0,18.3,19.5,20.6,20.1,114.4,99.6,106.5,92.2,88.2
Shares_Diluted,9.7275,8.858,8.726,8.726,8.726,8.717,8.7,7.746,7.185,6.297999999999999
Total_Assets,37.2,27.9,21.3,28.5,72.5,74.3,77.4,66.9,72.8,53.9
Total_Liabilities,20.2,8.4,7.4,11.6,60.6,56.7,51.2,39.5,42.0,23.1
