AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1.6,0.8,1.4,1.9,2.5,,,
Cash_from_Operations,65.8,83.5,31.0,23.9,9.3,,,
Diluted_EPS,1.68,1.479,1.466,1.458,0.192,0.332,0.615,-0.371
Goodwill_Intangibles,17.1,18.3,19.7,21.0,,,,
LT_Debt,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,52.9,46.2,47.2,44.7,6.1,10.6,19.5,-11.8
Revenue,180.5,190.5,186.0,164.0,139.1,126.7,120.4,118.8
Shares_Diluted,31.512,31.229,32.2052,30.6333,31.7716,31.7716,31.7716,31.7716
Total_Assets,7077.9,5978.6,5325.3,4685.5,4041.2,4042.5,3820.4,3706.8
Total_Liabilities,6514.1,5442.9,4834.9,4246.3,3697.2,3701.5,,
