AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,571.3,562.2,364.2,252.5,286.3,274.1,531.8,359.8,272.5,312.1
Cash_from_Operations,377.4,789.2,1174.5,507.1,59.5,130.6,366.3,789.2,885.9,615.6
Diluted_EPS,-0.605,0.104,0.344,0.074,-1.103,-0.282,-0.093,0.705,0.453,0.226
Goodwill_Intangibles,1294.3,1237.0,1050.0,987.3,1009.7,1447.8,1342.2,956.0,766.6,882.5
LT_Debt,4426.3,4879.9,4726.6,3115.5,3543.9,3100.3,3161.6,2394.5,1567.5,1388.3
Net_Income,-636.9,84.4,278.3,59.9,-894.7,-226.4,-74.9,593.5,394.1,197.1
Revenue,10822.9,9724.3,7939.3,6727.9,6072.4,6732.4,6785.4,6142.5,5137.4,5154.3
Shares_Diluted,1052.606,807.9295,809.1109,811.5392,811.2943,803.5598,801.9033,842.4018,870.8238,871.4417
Total_Assets,11637.4,11245.0,9990.1,8388.1,8525.2,9097.7,8638.4,7705.2,6394.3,6005.2
Total_Liabilities,9370.5,9542.7,8263.1,6799.9,7124.3,6844.8,6256.8,5126.5,3633.1,3286.8
