AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,9.0,7.5,5.6,5.4,4.7,4.8,3.6,2.2,7.5,6.5
Cash_from_Operations,0.9,27.4,23.5,1.0,-1.7,-11.3,-6.1,14.3,12.0,3.2
Diluted_EPS,0.356,1.041,1.487,0.082,-0.268,-0.48,-1.207,-0.145,-2.46,-2.278
Goodwill_Intangibles,14.5,14.5,14.5,14.5,14.5,14.6,29.1,14.6,23.4,64.3
LT_Debt,0.0,0.0,15.2,32.0,33.8,52.6,30.2,45.6,34.7,89.7
Net_Income,9.2,26.1,36.8,2.0,-6.5,-11.5,-52.1,-6.8,-56.1,-51.3
Revenue,348.3,335.3,293.1,273.3,263.2,261.9,285.6,306.1,202.9,215.6
Shares_Diluted,25.8795,25.081,24.7485,24.554,24.4235,23.906,23.453,23.167,22.814,22.513
Total_Assets,291.6,295.3,245.2,194.8,146.0,155.2,163.2,207.8,213.7,305.9
Total_Liabilities,146.7,153.9,142.1,139.6,106.2,109.4,108.3,126.8,130.7,160.8
