AAII_YR_DATA,08/31/2022,08/31/2014,08/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
Capital_Expenditures,,0.1,1.9,,,,0.0
Cash_from_Operations,-2.3,-0.7,1.2,0.0,-0.1,0.0,0.0
Diluted_EPS,-0.002,0.051,0.053,-0.008,-0.008,-0.001,-0.004
Goodwill_Intangibles,0.8,1.2,0.8,,,,
LT_Debt,0.0,4.2,3.0,0.0,0.0,0.0,0.0
Net_Income,-3.8,1.3,0.6,-0.1,-0.1,0.0,-0.1
Revenue,1.7,6.2,3.2,0.0,0.0,0.0,0.0
Shares_Diluted,1749.904,26.3424,12.2526,8.6478,8.6478,17.6899,14.4921
Total_Assets,1.0,8.8,4.8,0.0,0.0,0.0,0.0
Total_Liabilities,2.0,7.0,4.7,0.2,0.2,0.1,0.0
