AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.8,2.6,6.8,15.7,29.6,35.6,16.9
Cash_from_Operations,166.0,357.0,50.9,87.9,234.0,345.0,286.9
Diluted_EPS,1.569,2.282,1.69,1.895,2.845,3.709,2.956
LT_Debt,95.0,94.9,94.8,189.6,189.4,190.0,190.0
Net_Income,115.0,183.6,141.3,156.7,237.6,313.3,253.0
Revenue,1070.3,1160.3,1157.1,1239.0,1516.6,1597.8,1370.4
Shares_Diluted,73.299,80.468,83.573,82.668,83.499,84.485,85.589
Total_Assets,1266.3,1344.1,1384.4,1406.3,1555.2,1511.9,1337.0
Total_Liabilities,457.4,460.6,511.5,562.3,708.7,725.8,649.6
