AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,368.2,404.7,342.9,297.7,194.9,150.8,207.6
Cash_from_Operations,361.3,491.9,397.4,247.5,340.8,293.5,284.1
Diluted_EPS,0.797,0.835,1.081,1.233,1.14,0.705,1.356
Goodwill_Intangibles,42.4,42.4,42.4,42.4,42.4,42.4,42.4
LT_Debt,168.6,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,112.9,118.3,153.1,174.7,161.5,99.9,192.1
Revenue,3194.3,2990.7,2764.9,2606.4,2371.8,2232.4,2383.2
Shares_Diluted,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707
Total_Assets,5564.6,5339.7,5127.4,4957.8,4818.0,4605.8,5012.4
Total_Liabilities,1164.0,987.9,800.8,726.4,675.8,571.8,992.7
