AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016
Capital_Expenditures,3.4,3.6,1.5,1.9,1.5,,
Cash_from_Operations,-18.0,33.3,8.4,3.8,25.8,,
Diluted_EPS,-4.658,1.294,-6.929,-0.686,0.588,,
Goodwill_Intangibles,63.2,118.0,133.5,250.9,,,
LT_Debt,24.7,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-64.9,18.4,-96.2,-9.5,8.2,,
Revenue,247.5,276.7,167.4,177.4,171.7,,
Shares_Diluted,13.93,14.225,13.8835,13.8835,13.8835,13.8835,13.8835
Total_Assets,277.8,341.3,248.4,354.8,,,
Total_Liabilities,74.8,61.4,24.3,30.2,,,
