AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,85.9,131.4,61.3,110.6,101.3,44.5,7.4
Cash_from_Operations,0.5,59.3,85.2,132.2,102.2,29.1,72.0
Diluted_EPS,-1.015,-0.026,-1.8,-3.068,-2.618,4.511,0.914
Goodwill_Intangibles,2280.6,2403.5,2327.5,2589.9,3107.5,3564.1,858.7
LT_Debt,1880.4,1782.1,1689.9,1697.1,1872.2,1859.4,467.7
Net_Income,-140.7,-3.6,-242.2,-420.2,-361.4,231.8,36.2
Revenue,1253.7,1219.4,1060.9,1489.9,1462.6,592.9,464.8
Shares_Diluted,138.654,135.9814,134.5707,136.9675,138.0696,51.3929,39.5681
Total_Assets,3284.9,3421.9,3288.8,3643.7,4020.4,4539.2,1076.2
Total_Liabilities,2764.3,2769.7,2644.0,2762.2,2686.1,2774.8,655.1
