AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,20.1,8.2,1.7,2.0,2.5,1.3,3.1,2.3
Cash_from_Operations,-11.0,5.4,32.5,9.2,20.3,7.1,8.5,9.3
Diluted_EPS,0.422,1.006,1.62,0.77,0.67,3.251,-0.186,0.033
Goodwill_Intangibles,576.0,51.5,53.7,33.3,33.2,31.4,5.5,
LT_Debt,396.8,12.0,0.2,2.6,0.0,0.0,0.0,0.0
Net_Income,7.4,9.4,15.1,7.2,6.2,29.7,-1.6,0.3
Revenue,1151.4,417.7,351.6,370.8,349.6,305.9,276.6,275.8
Shares_Diluted,17.5433,9.35,9.331,9.376,9.273,9.131,8.78,8.876
Total_Assets,1215.6,256.2,256.3,204.4,197.1,190.7,135.3,133.1
Total_Liabilities,652.6,123.2,133.9,96.4,98.0,97.2,74.2,71.8
